id,sport,brand,name,sku,current_url
rawlings-pro125sb-3cbw-fastpitch,fastpitch,Rawlings,"Rawlings Heart of the Hide 12.5"" Fastpitch Softball Glove: PRO125SB-3CBW",pro125sb-3cbw,https://www.justballgloves.com/product/rawlings-heart-of-the-hide-12-5--fastpitch-softball-glove--pro125sb-3cbw/?rfsn=9019128.19c2ec
rawlings-rla125-3wcb-fastpitch,fastpitch,Rawlings,"Rawlings Liberty Advanced 12.5"" Fastpitch Softball Glove: RLA125-3WCB",rla125-3wcb,https://www.justballgloves.com/product/rawlings-liberty-advanced-12-5--fastpitch-softball-glove--rla125-3wcb/?rfsn=9019128.19c2ec
rawlings-rla125-18wsg-fastpitch,fastpitch,Rawlings,"Rawlings Liberty Advanced Color Series 4.0 12.5"" Fastpitch Softball Glove: RLA125-18WSG",rla125-18wsg,https://www.justballgloves.com/product/rawlings-liberty-advanced-color-series-4-0-12-5--fastpitch-softball-glove--rla125-18wsg/?rfsn=9019128.19c2ec
rawlings-rla125krg-fastpitch,fastpitch,Rawlings,"Rawlings Liberty Advanced Keilani Ricketts 12.5"" Fastpitch Softball Glove: RLA125KRG",rla125krg,https://www.justballgloves.com/product/rawlings-liberty-advanced-keilani-ricketts-12-5--fastpitch-softball-glove--rla125krg/?rfsn=9019128.19c2ec
rawlings-rr9sb125-18b-fastpitch,fastpitch,Rawlings,"Rawlings R9 12.5"" Fastpitch Softball Glove: RR9SB125-18B",rr9sb125-18b,https://www.justballgloves.com/product/rawlings-r9-12-5--fastpitch-softball-glove--rr9sb125-18b/?rfsn=9019128.19c2ec
rawlings-rr9sb125-3cb-fastpitch,fastpitch,Rawlings,"Rawlings R9 12.5"" Fastpitch Softball Glove: RR9SB125-3CB",rr9sb125-3cb,https://www.justballgloves.com/product/rawlings-r9-12-5--fastpitch-softball-glove--rr9sb125-3cb/?rfsn=9019128.19c2ec
rawlings-rso125w-fastpitch,fastpitch,Rawlings,"Rawlings Shut Out 12.5"" Fastpitch Softball Glove: RSO125W",rso125w,https://www.justballgloves.com/product/rawlings-shut-out-12-5--fastpitch-softball-glove--rso125w/?rfsn=9019128.19c2ec
shoeless-1300fpfb-fastpitch,fastpitch,Shoeless,"Shoeless Jane 13"" Fastpitch Softball First Base Mitt: 1300FPFB",1300fpfb,https://www.justballgloves.com/product/shoeless-jane-13--fastpitch-softball-first-base-mitt--1300fpfb/?rfsn=9019128.19c2ec
shoeless-1125fpcw-fastpitch,fastpitch,Shoeless,"Shoeless Jane 11.25"" Fastpitch Softball Glove: 1125FPCW",1125fpcw,https://www.justballgloves.com/product/shoeless-jane-11-25--fastpitch-softball-glove--1125fpcw/?rfsn=9019128.19c2ec
shoeless joe-3400fpcm-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane 34"" Fastpitch Softball Catcher's Mitt: 3400FPCM",3400fpcm,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-34--fastpitch-softball-catchers-mitt--3400fpcm/?rfsn=9019128.19c2ec
shoeless joe-3400fpcm-wna-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane 34"" Fastpitch Softball Catcher's Mitt: 3400FPCM-WNA",3400fpcm-wna,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-34--fastpitch-softball-catchers-mitt--3400fpcm-wna/?rfsn=9019128.19c2ec
shoeless joe-1250fpfb-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane 12.5"" Fastpitch First Base Mitt: 1250FPFB",1250fpfb,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-12-5--fastpitch-first-base-mitt--1250fpfb/?rfsn=9019128.19c2ec
shoeless joe-1300fpfbrwbk-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane Professional Series 13"" Fastpitch Softball First Base Mitt: 1300FPFBRWBK",1300fpfbrwbk,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-professional-series-13--fastpitch-softball-first-base-mitt--1300fpfbrwbk/?rfsn=9019128.19c2ec
shoeless joe-1300fpfbrwg-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane Professional Series 13"" Fastpitch Softball First Base Mitt: 1300FPFBRWG",1300fpfbrwg,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-professional-series-13--fastpitch-softball-first-base-mitt--1300fpfbrwg/?rfsn=9019128.19c2ec
shoeless joe-1300fpfbrwn-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane Professional Series 13"" Fastpitch Softball First Base Mitt: 1300FPFBRWN",1300fpfbrwn,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-professional-series-13--fastpitch-softball-first-base-mitt--1300fpfbrwn/?rfsn=9019128.19c2ec
shoeless joe-1175fphw-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane 11.75"" Fastpitch Softball Glove: 1175FPHW",1175fphw,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-11-75--fastpitch-softball-glove--1175fphw/?rfsn=9019128.19c2ec
shoeless joe-1175fphwb-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane 11.75"" Fastpitch Softball Glove: 1175FPHWB",1175fphwb,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-11-75--fastpitch-softball-glove--1175fphwb/?rfsn=9019128.19c2ec
shoeless joe-1175fphwr-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane 11.75"" Fastpitch Softball Glove: 1175FPHWR",1175fphwr,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-11-75--fastpitch-softball-glove--1175fphwr/?rfsn=9019128.19c2ec
shoeless joe-1175fphwrwn-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane Professional Series 11.75"" Fastpitch Softball Glove: 1175FPHWRWN",1175fphwrwn,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-professional-series-11-75--fastpitch-softball-glove--1175fphwrwn/?rfsn=9019128.19c2ec
shoeless joe-1175fphwrwr-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane Professional Series 11.75"" Fastpitch Softball Glove: 1175FPHWRWR",1175fphwrwr,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-professional-series-11-75--fastpitch-softball-glove--1175fphwrwr/?rfsn=9019128.19c2ec
shoeless joe-1200fpbw-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane 12"" Fastpitch Softball Glove: 1200FPBW",1200fpbw,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-12--fastpitch-softball-glove--1200fpbw/?rfsn=9019128.19c2ec
shoeless joe-1200fpbwrwb-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane Professional Series 12"" Fastpitch Softball Glove: 1200FPBWRWB",1200fpbwrwb,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-professional-series-12--fastpitch-softball-glove--1200fpbwrwb/?rfsn=9019128.19c2ec
shoeless joe-1200fpbwrwbk-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane Professional Series 12"" Fastpitch Softball Glove: 1200FPBWRWBK",1200fpbwrwbk,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-professional-series-12--fastpitch-softball-glove--1200fpbwrwbk/?rfsn=9019128.19c2ec
shoeless joe-1200fpbwrwn-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane Professional Series 12"" Fastpitch Softball Glove: 1200FPBWRWN",1200fpbwrwn,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-professional-series-12--fastpitch-softball-glove--1200fpbwrwn/?rfsn=9019128.19c2ec
shoeless joe-1300fpbw-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane 13"" Fastpitch Softball Glove: 1300FPBW",1300fpbw,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-13--fastpitch-softball-glove--1300fpbw/?rfsn=9019128.19c2ec
shoeless joe-1250fpbw-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane 12.5"" Fastpitch Softball Glove: 1250FPBW",1250fpbw,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-12-5--fastpitch-softball-glove--1250fpbw/?rfsn=9019128.19c2ec
shoeless joe-1250fpwb-fastpitch,fastpitch,Shoeless Joe,"Shoeless Joe Shoeless Jane 12.5"" Fastpitch Softball Glove: 1250FPWB",1250fpwb,https://www.justballgloves.com/product/shoeless-joe-shoeless-jane-12-5--fastpitch-softball-glove--1250fpwb/?rfsn=9019128.19c2ec
wilson-wbw10142432-fastpitch,fastpitch,Wilson,"Wilson A500 Siren 32"" Youth Fastpitch Softball Catcher's Mitt: WBW10142432",wbw10142432,https://www.justballgloves.com/product/wilson-a500-siren-32--youth-fastpitch-softball-catchers-mitt--wbw10142432/?rfsn=9019128.19c2ec
wilson-wbw10356332-fastpitch,fastpitch,Wilson,"Wilson A500 Siren 32"" Youth Fastpitch Softball Catcher's Mitt: WBW10356332",wbw10356332,https://www.justballgloves.com/product/wilson-a500-siren-32--youth-fastpitch-softball-catchers-mitt--wbw10356332/?rfsn=9019128.19c2ec
wilson-wbw10147033-fastpitch,fastpitch,Wilson,"Wilson A700 33"" Fastpitch Softball Catcher's Mitt: WBW10147033",wbw10147033,https://www.justballgloves.com/product/wilson-a700-33--fastpitch-softball-catchers-mitt--wbw10147033/?rfsn=9019128.19c2ec
wilson-wbw101478125-fastpitch,fastpitch,Wilson,"Wilson A1000 1620 12.5"" Fastpitch Softball First Base Mitt: WBW101478125",wbw101478125,https://www.justballgloves.com/product/wilson-a1000-1620-12-5--fastpitch-softball-first-base-mitt--wbw101478125/?rfsn=9019128.19c2ec
wilson-wbw102598125-fastpitch,fastpitch,Wilson,"Wilson A1000 1620 12.5"" Fastpitch Softball First Base Mitt: WBW102598125",wbw102598125,https://www.justballgloves.com/product/wilson-a1000-1620-12-5--fastpitch-softball-first-base-mitt--wbw102598125/?rfsn=9019128.19c2ec
wilson-wbw103949125-fastpitch,fastpitch,Wilson,"Wilson A2000 FP1B 12.5"" Winter Collection Fastpitch Softball First Base Mitt: WBW103949125",wbw103949125,https://www.justballgloves.com/product/wilson-a2000-fp1b-12-5-winter-collection--fastpitch-softball-first-base-mitt--wbw103949125/?rfsn=9019128.19c2ec
wilson-wbw100219125-fastpitch,fastpitch,Wilson,"Wilson A2000 SuperSkin FP1B 12.50"" Fastpitch Softball First Base Mitt: WBW100219125",wbw100219125,https://www.justballgloves.com/product/wilson-a2000-superskin-fp1b-12-50--fastpitch-softball-first-base-mitt--wbw100219125/?rfsn=9019128.19c2ec
wilson-wbw1014551175-fastpitch,fastpitch,Wilson,"Wilson A1000 H1175 11.75"" Fastpitch Softball Glove: WBW1014551175",wbw1014551175,https://www.justballgloves.com/product/wilson-a1000-h1175-11-75--fastpitch-softball-glove--wbw1014551175/?rfsn=9019128.19c2ec
wilson-wbw10396912-fastpitch,fastpitch,Wilson,"Wilson A1000 H12 12"" Fastpitch Softball Glove: WBW10396912",wbw10396912,https://www.justballgloves.com/product/wilson-a1000-h12-12--fastpitch-softball-glove--wbw10396912/?rfsn=9019128.19c2ec
wilson-wbw10259112-fastpitch,fastpitch,Wilson,"Wilson A1000 IF12 12"" Fastpitch Softball Glove: WBW10259112",wbw10259112,https://www.justballgloves.com/product/wilson-a1000-if12-12--fastpitch-softball-glove--wbw10259112/?rfsn=9019128.19c2ec
wilson-wbw10262412-fastpitch,fastpitch,Wilson,"Wilson A2000 Classic SuperSkin H12 12"" Fastpitch Softball Glove: WBW10262412",wbw10262412,https://www.justballgloves.com/product/wilson-a2000-classic-superskin-h12-12--fastpitch-softball-glove--wbw10262412/?rfsn=9019128.19c2ec
wilson-wbw1026231175-fastpitch,fastpitch,Wilson,"Wilson A2000 Classic SuperSkin H75 11.75"" Fastpitch Softball Glove: WBW1026231175",wbw1026231175,https://www.justballgloves.com/product/wilson-a2000-classic-superskin-h75-11-75--fastpitch-softball-glove--wbw1026231175/?rfsn=9019128.19c2ec
wilson-wbw10348612-fastpitch,fastpitch,Wilson,"Wilson A2000 H12 12"" Fall Collection Fastpitch Softball Glove: WBW10348612",wbw10348612,https://www.justballgloves.com/product/wilson-a2000-h12-12-fall-collection--fastpitch-softball-glove--wbw10348612/?rfsn=9019128.19c2ec
wilson-wbw10329812-fastpitch,fastpitch,Wilson,"Wilson A2000 H12 12"" Summer Collection Fastpitch Softball Glove: WBW10329812",wbw10329812,https://www.justballgloves.com/product/wilson-a2000-h12-12-summer-collection--fastpitch-softball-glove--wbw10329812/?rfsn=9019128.19c2ec
wilson-wbw10483612-fastpitch,fastpitch,Wilson,"Wilson A2000 H12 Love The Moment 12"" Fastpitch Softball Glove: WBW10483612",wbw10483612,https://www.justballgloves.com/product/wilson-a2000-h12-love-the-moment-12--fastpitch-softball-glove--wbw10483612/?rfsn=9019128.19c2ec
wilson-wbw1002071175-fastpitch,fastpitch,Wilson,"Wilson A2000 H75 11.75"" Fastpitch Softball Glove: WBW1002071175",wbw1002071175,https://www.justballgloves.com/product/wilson-a2000-h75-11-75--fastpitch-softball-glove--wbw1002071175/?rfsn=9019128.19c2ec
wilson-wbw1004371175-fastpitch,fastpitch,Wilson,"Wilson A2000 H75 11.75"" Fastpitch Softball Glove: WBW1004371175",wbw1004371175,https://www.justballgloves.com/product/wilson-a2000-h75-11-75--fastpitch-softball-glove--wbw1004371175/?rfsn=9019128.19c2ec
wilson-wbw103985115-fastpitch,fastpitch,Wilson,"Wilson Flash 11.5"" Youth Fastpitch Softball Glove: WBW103985115",wbw103985115,https://www.justballgloves.com/product/wilson-flash-11-5-youth--fastpitch-softball-glove--wbw103985115/?rfsn=9019128.19c2ec
wilson-wbw10018012-fastpitch,fastpitch,Wilson,"Wilson A1000 P12 12"" Fastpitch Softball Glove: WBW10018012",wbw10018012,https://www.justballgloves.com/product/wilson-a1000-p12-12--fastpitch-softball-glove--wbw10018012/?rfsn=9019128.19c2ec
wilson-wbw10428712-fastpitch,fastpitch,Wilson,"Wilson A1000 P12 12"" Fastpitch Softball Glove: WBW10428712",wbw10428712,https://www.justballgloves.com/product/wilson-a1000-p12-12--fastpitch-softball-glove--wbw10428712/?rfsn=9019128.19c2ec
wilson-wbw10043512-fastpitch,fastpitch,Wilson,"Wilson A2000 SnakeSkin KS7 Spin Control Kelsey Stewart 12"" Fastpitch Softball Glove: WBW10043512",wbw10043512,https://www.justballgloves.com/product/wilson-a2000-snakeskin-ks7-spin-control-kelsey-stewart-12--fastpitch-softball-glove--wbw10043512/?rfsn=9019128.19c2ec
wilson-wbw1002081175-fastpitch,fastpitch,Wilson,"Wilson A2000 SuperSkin FP75 11.75"" Fastpitch Softball Glove: WBW1002081175",wbw1002081175,https://www.justballgloves.com/product/wilson-a2000-superskin-fp75-11-75--fastpitch-softball-glove--wbw1002081175/?rfsn=9019128.19c2ec
wilson-wbw1034871225-fastpitch,fastpitch,Wilson,"Wilson A2000 MA14 12.25"" Fastpitch Softball Glove Fall Collection: WBW1034871225",wbw1034871225,https://www.justballgloves.com/product/wilson-a2000-ma14-12-25--fastpitch-softball-glove--wbw1034871225/?rfsn=9019128.19c2ec
wilson-wbw10398712-fastpitch,fastpitch,Wilson,"Wilson Flash 12"" Youth Fastpitch Softball Glove: WBW10398712",wbw10398712,https://www.justballgloves.com/product/wilson-flash-12-youth--fastpitch-softball-glove--wbw10398712/?rfsn=9019128.19c2ec
wilson-wbw10043412-fastpitch,fastpitch,Wilson,"Wilson A2000 Spin Control SR32 Sierra Romero 12"" Fastpitch Softball Glove: WBW10043412",wbw10043412,https://www.justballgloves.com/product/wilson-a2000-spin-control-sr32-sierra-romero-12--fastpitch-softball-glove--wbw10043412/?rfsn=9019128.19c2ec
wilson-wbw10146612-fastpitch,fastpitch,Wilson,"Wilson A700 12"" Fastpitch Softball Glove: WBW10146612",wbw10146612,https://www.justballgloves.com/product/wilson-a700-12--fastpitch-softball-glove--wbw10146612/?rfsn=9019128.19c2ec
wilson-wbw101422125-fastpitch,fastpitch,Wilson,"Wilson A500 Siren 12.5"" Youth Fastpitch Softball Glove: WBW101422125",wbw101422125,https://www.justballgloves.com/product/wilson-a500-siren-12-5-youth--fastpitch-softball-glove--wbw101422125/?rfsn=9019128.19c2ec
wilson-wbw103561125-fastpitch,fastpitch,Wilson,"Wilson A500 Siren 12.5"" Youth Fastpitch Softball Glove: WBW103561125",wbw103561125,https://www.justballgloves.com/product/wilson-a500-siren-12-5-youth--fastpitch-softball-glove--wbw103561125/?rfsn=9019128.19c2ec
wilson-wbw103970125-fastpitch,fastpitch,Wilson,"Wilson A1000 SuperSkin T125 12.5"" Fastpitch Softball Glove: WBW103970125",wbw103970125,https://www.justballgloves.com/product/wilson-a1000-superskin-t125-12-5--fastpitch-softball-glove--wbw103970125/?rfsn=9019128.19c2ec
wilson-wbw102596125-fastpitch,fastpitch,Wilson,"Wilson A1000 T125 12.5"" Fastpitch Softball Glove: WBW102596125",wbw102596125,https://www.justballgloves.com/product/wilson-a1000-t125-12-5--fastpitch-softball-glove--wbw102596125/?rfsn=9019128.19c2ec
wilson-wbw102594125-fastpitch,fastpitch,Wilson,"Wilson A1000 V125 12.5"" Fastpitch Softball Glove: WBW102594125",wbw102594125,https://www.justballgloves.com/product/wilson-a1000-v125-12-5--fastpitch-softball-glove--wbw102594125/?rfsn=9019128.19c2ec
wilson-wbw102745125-fastpitch,fastpitch,Wilson,"Wilson A2000 AA4 Aliyah Andrews 12.5"" Spring Collection Fastpitch Softball Glove: WBW102745125",wbw102745125,https://www.justballgloves.com/product/wilson-a2000-aa4-aliyah-andrews-12-5-spring-collection--fastpitch-softball-glove--wbw102745125/?rfsn=9019128.19c2ec
wilson-wbw102109125-fastpitch,fastpitch,Wilson,"Wilson A2000 Autism Speaks SuperSkin V125 12.5"" Fastpitch Softball Glove: WBW102109125",wbw102109125,https://www.justballgloves.com/product/wilson-a2000-autism-speaks-superskin-v125-12-5--fastpitch-softball-glove--wbw102109125/?rfsn=9019128.19c2ec
wilson-wbw100216125-fastpitch,fastpitch,Wilson,"Wilson A2000 SuperSkin T125 12.5"" Fastpitch Softball Glove: WBW100216125",wbw100216125,https://www.justballgloves.com/product/wilson-a2000-superskin-t125-12-5--fastpitch-softball-glove--wbw100216125/?rfsn=9019128.19c2ec
wilson-wbw100441125-fastpitch,fastpitch,Wilson,"Wilson A2000 SuperSkin V125 Spin Control 12.5"" Fastpitch Softball Glove: WBW100441125",wbw100441125,https://www.justballgloves.com/product/wilson-a2000-superskin-v125-spin-control-12-5--fastpitch-softball-glove--wbw100441125/?rfsn=9019128.19c2ec
wilson-wbw103947125-fastpitch,fastpitch,Wilson,"Wilson A2000 T125 12.5"" Winter Collection Fastpitch Softball Glove: WBW103947125",wbw103947125,https://www.justballgloves.com/product/wilson-a2000-t125-12-5-winter-collection--fastpitch-softball-glove--wbw103947125/?rfsn=9019128.19c2ec
wilson-wbw1048125-fastpitch,fastpitch,Wilson,"Wilson A2000 T125 Love the Moment 12.5"" Fastpitch Softball Glove: WBW1048125",wbw1048125,https://www.justballgloves.com/product/wilson-a2000-t125-love-the-moment-12-5--fastpitch-softball-glove--wbw1048125/?rfsn=9019128.19c2ec
wilson-wbw1033001225-fastpitch,fastpitch,Wilson,"Wilson A2000 Super SnakeSkin FP50 12.25"" Summer Collection Fastpitch Softball Glove: WBW1033001225",wbw1033001225,https://www.justballgloves.com/product/wilson-a2000-super-snakeskin-fp50-12-25-summer-collection--fastpitch-softball-glove--wbw1033001225/?rfsn=9019128.19c2ec
easton-etnt130-6n-slowpitch,slowpitch,Easton,"Easton Tantrum Series 13"" Slow Pitch Softball Glove: ETNT130-6N",etnt130-6n,https://www.justballgloves.com/product/easton-tantrum-series-13--slow-pitch-softball-glove--etnt130-6n/?rfsn=9019128.19c2ec
easton-etnt130-6r-slowpitch,slowpitch,Easton,"Easton Tantrum Series 13"" Slow Pitch Softball Glove: ETNT130-6R",etnt130-6r,https://www.justballgloves.com/product/easton-tantrum-series-13--slow-pitch-softball-glove--etnt130-6r/?rfsn=9019128.19c2ec
easton-etnt135-6n-slowpitch,slowpitch,Easton,"Easton Tantrum Series 13.5"" Slow Pitch Softball Glove: ETNT135-6N",etnt135-6n,https://www.justballgloves.com/product/easton-tantrum-series-13-5--slow-pitch-softball-glove--etnt135-6n/?rfsn=9019128.19c2ec
easton-etnt135-6r-slowpitch,slowpitch,Easton,"Easton Tantrum Series 13.5"" Slow Pitch Softball Glove: ETNT135-6R",etnt135-6r,https://www.justballgloves.com/product/easton-tantrum-series-13-5--slow-pitch-softball-glove--etnt135-6r/?rfsn=9019128.19c2ec
easton-etnt140-6n-slowpitch,slowpitch,Easton,"Easton Tantrum Series 14"" Slow Pitch Softball Glove: ETNT140-6N",etnt140-6n,https://www.justballgloves.com/product/easton-tantrum-series-14--slow-pitch-softball-glove--etnt140-6n/?rfsn=9019128.19c2ec
easton-etnt140-6r-slowpitch,slowpitch,Easton,"Easton Tantrum Series 14"" Slow Pitch Softball Glove: ETNT140-6R",etnt140-6r,https://www.justballgloves.com/product/easton-tantrum-series-14--slow-pitch-softball-glove--etnt140-6r/?rfsn=9019128.19c2ec
easton-etnt150-6n-slowpitch,slowpitch,Easton,"Easton Tantrum Series 15"" Slow Pitch Softball Glove: ETNT150-6N",etnt150-6n,https://www.justballgloves.com/product/easton-tantrum-series-15--slow-pitch-softball-glove--etnt150-6n/?rfsn=9019128.19c2ec
easton-etnt150-6r-slowpitch,slowpitch,Easton,"Easton Tantrum Series 15"" Slow Pitch Softball Glove: ETNT150-6R",etnt150-6r,https://www.justballgloves.com/product/easton-tantrum-series-15--slow-pitch-softball-glove--etnt150-6r/?rfsn=9019128.19c2ec
miken-mps125-6gn-slowpitch,slowpitch,Miken,"Miken Player Series 12.5"" Slow Pitch Softball Glove: MPS125-6GN",mps125-6gn,https://www.justballgloves.com/product/miken-player-series-12-5--slow-pitch-softball-glove--mps125-6gn/?rfsn=9019128.19c2ec
miken-mps140-6gn-slowpitch,slowpitch,Miken,"Miken Player Series 14"" Slow Pitch Softball Glove: MPS140-6GN",mps140-6gn,https://www.justballgloves.com/product/miken-player-series-14--slow-pitch-softball-glove--mps140-6gn/?rfsn=9019128.19c2ec
miken-pro140-wcb-slowpitch,slowpitch,Miken,"Miken Pro Series 14"" Slow Pitch Softball Glove: PRO140-WCB",pro140-wcb,https://www.justballgloves.com/product/miken-pro-series-14--slow-pitch-softball-glove--pro140-wcb/?rfsn=9019128.19c2ec
miken-pro140-wg-slowpitch,slowpitch,Miken,"Miken Pro Series 14"" Slow Pitch Softball Glove: PRO140-WG",pro140-wg,https://www.justballgloves.com/product/miken-pro-series-14--slow-pitch-softball-glove--pro140-wg/?rfsn=9019128.19c2ec
miken-mps135-6gn-slowpitch,slowpitch,Miken,"Miken Player Series 13.5"" Slow Pitch Softball Glove: MPS135-6GN",mps135-6gn,https://www.justballgloves.com/product/miken-player-series-13-5--slow-pitch-softball-glove--mps135-6gn/?rfsn=9019128.19c2ec
miken-pro130-wcb-slowpitch,slowpitch,Miken,"Miken Pro Series 13"" Slow Pitch Softball Glove: PRO130-WCB",pro130-wcb,https://www.justballgloves.com/product/miken-pro-series-13--slow-pitch-softball-glove--pro130-wcb/?rfsn=9019128.19c2ec
miken-pro130-ww-slowpitch,slowpitch,Miken,"Miken Pro Series 13"" Slow Pitch Softball Glove: PRO130-WW",pro130-ww,https://www.justballgloves.com/product/miken-pro-series-13--slow-pitch-softball-glove--pro130-ww/?rfsn=9019128.19c2ec
miken-pro135-wcb-slowpitch,slowpitch,Miken,"Miken Pro Series 13.5"" Slow Pitch Softball Glove: PRO135-WCB",pro135-wcb,https://www.justballgloves.com/product/miken-pro-series-13-5--slow-pitch-softball-glove--pro135-wcb/?rfsn=9019128.19c2ec
miken-pro135-ww-slowpitch,slowpitch,Miken,"Miken Pro Series 13.5"" Slow Pitch Softball Glove: PRO135-WW",pro135-ww,https://www.justballgloves.com/product/miken-pro-series-13-5--slow-pitch-softball-glove--pro135-ww/?rfsn=9019128.19c2ec
shoeless joe-1400bw-slowpitch,slowpitch,Shoeless Joe,"Shoeless Joe Professional 14"" Slow Pitch Softball Glove: 1400BW",1400bw,https://www.justballgloves.com/product/shoeless-joe-professional-14--slow-pitch-softball-glove--1400bw/?rfsn=9019128.19c2ec
shoeless joe-1400hw-slowpitch,slowpitch,Shoeless Joe,"Shoeless Joe Professional 14"" Slow Pitch Softball Glove: 1400HW",1400hw,https://www.justballgloves.com/product/shoeless-joe-professional-14--slow-pitch-softball-glove--1400hw/?rfsn=9019128.19c2ec
shoeless joe-1401bw-slowpitch,slowpitch,Shoeless Joe,"Shoeless Joe Professional 14"" Slow Pitch Softball Glove: 1401BW",1401bw,https://www.justballgloves.com/product/shoeless-joe-professional-14--slow-pitch-softball-glove--1401bw/?rfsn=9019128.19c2ec
stinger-vsfld-jgbsnk-1225-slowpitch,slowpitch,Stinger,"Stinger Victory Series 12.25"" Slow Pitch Softball Glove: VSFLD-JGBSNK-1225",vsfld-jgbsnk-1225,https://www.justballgloves.com/product/stinger-victory-series-12-25--slow-pitch-softball-glove--vsfld-jgbsnk-1225/?rfsn=9019128.19c2ec
stinger-vsfld-jgtb125-slowpitch,slowpitch,Stinger,"Stinger Victory Series 12.5"" Slow Pitch Softball Glove: VSFLD-JGTB125",vsfld-jgtb125,https://www.justballgloves.com/product/stinger-victory-series-12-5--slow-pitch-softball-glove--vsfld-jgtb125/?rfsn=9019128.19c2ec
wilson-wbw10165014-slowpitch,slowpitch,Wilson,"Wilson A2000 SuperSkin SP14 14"" Slow Pitch Softball Glove: WBW10165014",wbw10165014,https://www.justballgloves.com/product/wilson-a2000-superskin-sp14-14--slow-pitch-softball-glove--wbw10165014/?rfsn=9019128.19c2ec
wilson-wbw101648135-slowpitch,slowpitch,Wilson,"Wilson A2000 13.5"" Slow Pitch Softball Glove: WBW101648135",wbw101648135,https://www.justballgloves.com/product/wilson-a2000-13-5--slow-pitch-softball-glove--wbw101648135/?rfsn=9019128.19c2ec
